category,filename,bytes,modified_utc,sha256,mounted_path,git_safe_path
probe,probe_tensorboard_multi5_20260723_2133.log,1056,2026-07-23T13:32:48.752006+00:00,7448641097c3d778c9d5593a8eeef9589212dae53d441cbc87b4e24966865f4f,/data/mini-train-sys/artifacts/logs/probe_tensorboard_multi5_20260723_2133.log,results/logs/experiments/probe_tensorboard_multi5_20260723_2133.log
engineering_validation,readme_results_validation_20260721-1452.log,1430,2026-07-21T06:33:24.128842+00:00,690f78ad926a7f2c84c9923f7ec97f8c939f76188915d738a41ee001f219d992,/data/mini-train-sys/artifacts/logs/readme_results_validation_20260721-1452.log,results/logs/validation/readme_results_validation_20260721-1452.log
engineering_validation,repo_consolidation_final_20260726T043900Z.log,2097,2026-07-26T04:39:39.354816+00:00,5abc7fc9770472da698ebe745b6a7cc6816448239ccb7aded09c32109273e490,/data/mini-train-sys/artifacts/logs/repo_consolidation_final_20260726T043900Z.log,results/logs/maintenance/repo_consolidation_final_20260726T043900Z.log
engineering_validation,repo_consolidation_final_20260726T043900Z.status,2,2026-07-26T04:39:39.362816+00:00,4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865,/data/mini-train-sys/artifacts/logs/repo_consolidation_final_20260726T043900Z.status,results/logs/maintenance/repo_consolidation_final_20260726T043900Z.status
engineering_validation,repo_consolidation_final_r2_20260726T044100Z.log,3802,2026-07-26T04:41:00.042521+00:00,86457bbb0ba3dd7a9a794433e7a616b9fab57bc6688ef3062159a32bca5fc76b,/data/mini-train-sys/artifacts/logs/repo_consolidation_final_r2_20260726T044100Z.log,results/logs/maintenance/repo_consolidation_final_r2_20260726T044100Z.log
engineering_validation,repo_consolidation_final_r2_20260726T044100Z.status,2,2026-07-26T04:41:00.278520+00:00,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,/data/mini-train-sys/artifacts/logs/repo_consolidation_final_r2_20260726T044100Z.status,results/logs/maintenance/repo_consolidation_final_r2_20260726T044100Z.status
engineering_validation,restore_main_20260724_0155.log,131,2026-07-23T17:45:01.923067+00:00,294f1465fc4d4643960931b94859f0148b403bfabe285eade18512bbd34723c7,/data/mini-train-sys/artifacts/logs/restore_main_20260724_0155.log,results/logs/maintenance/restore_main_20260724_0155.log
engineering_validation,restore_main_history_push_20260724_0156.log,81,2026-07-23T17:45:54.207539+00:00,d9253f7c5b52c1b57eda7ea9e51e96fb730bb399a78bae805581a669bc9340d6,/data/mini-train-sys/artifacts/logs/restore_main_history_push_20260724_0156.log,results/logs/maintenance/restore_main_history_push_20260724_0156.log
infrastructure,results_catalog_export_20260726T043200Z.log,0,2026-07-26T04:22:33.550859+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/data/mini-train-sys/artifacts/logs/results_catalog_export_20260726T043200Z.log,results/logs/maintenance/results_catalog_export_20260726T043200Z.log
infrastructure,results_catalog_export_20260726T043200Z.status,2,2026-07-26T04:22:35.898875+00:00,4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865,/data/mini-train-sys/artifacts/logs/results_catalog_export_20260726T043200Z.status,results/logs/maintenance/results_catalog_export_20260726T043200Z.status
infrastructure,results_catalog_export_r2_20260726T042400Z.log,146,2026-07-26T04:23:34.991226+00:00,264ff150b1b804c2255bd6295b78006c0d32d797ef7e41a88b3cf1878f9286c6,/data/mini-train-sys/artifacts/logs/results_catalog_export_r2_20260726T042400Z.log,results/logs/maintenance/results_catalog_export_r2_20260726T042400Z.log
infrastructure,results_catalog_export_r2_20260726T042400Z.status,2,2026-07-26T04:23:34.991226+00:00,4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865,/data/mini-train-sys/artifacts/logs/results_catalog_export_r2_20260726T042400Z.status,results/logs/maintenance/results_catalog_export_r2_20260726T042400Z.status
infrastructure,results_catalog_export_r3_20260726T042600Z.log,75,2026-07-26T04:24:39.859529+00:00,0b88dea0b474a9c87700f5222f58b3666592236b794df2387a17d01117084843,/data/mini-train-sys/artifacts/logs/results_catalog_export_r3_20260726T042600Z.log,results/logs/maintenance/results_catalog_export_r3_20260726T042600Z.log
infrastructure,results_catalog_export_r3_20260726T042600Z.status,2,2026-07-26T04:24:39.863529+00:00,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,/data/mini-train-sys/artifacts/logs/results_catalog_export_r3_20260726T042600Z.status,results/logs/maintenance/results_catalog_export_r3_20260726T042600Z.status
pretraining_validation,single_cloze_full_gpu0_20260721-1357.log,19999,2026-07-21T06:04:57.948417+00:00,d0c27941a3b645fc7c6acdc12bf6e60ec57f6d52c10089c2574eaedab7951173,/data/mini-train-sys/artifacts/logs/single_cloze_full_gpu0_20260721-1357.log,results/logs/experiments/single_cloze_full_gpu0_20260721-1357.log
pretraining_validation,single_cloze_full_gpu1_20260721-1357-r2.log,20200,2026-07-21T06:15:22.742352+00:00,47842aa3053c9a6d07abc18ec021ab294355bec972e512c8021c1055416d14e8,/data/mini-train-sys/artifacts/logs/single_cloze_full_gpu1_20260721-1357-r2.log,results/logs/experiments/single_cloze_full_gpu1_20260721-1357-r2.log
pretraining_validation,single_cloze_full_gpu1_20260721-1357_duplicate_range0_r1.log,20002,2026-07-21T06:04:59.832399+00:00,ae76ba94b7ca8242a7b22ba6a8aa0b1ff2118bb8c0c01feb56eb2fbf4a5e20ff,/data/mini-train-sys/artifacts/logs/single_cloze_full_gpu1_20260721-1357_duplicate_range0_r1.log,results/logs/experiments/single_cloze_full_gpu1_20260721-1357_duplicate_range0_r1.log
pretraining_validation,single_cloze_full_gpu2_20260721-1357-r2.log,20142,2026-07-21T06:15:21.290367+00:00,72b4ed25cb73c23c9be9165c08493304ce736ef461f3c331164f2ca3d1dcce46,/data/mini-train-sys/artifacts/logs/single_cloze_full_gpu2_20260721-1357-r2.log,results/logs/experiments/single_cloze_full_gpu2_20260721-1357-r2.log
pretraining_validation,single_cloze_full_gpu2_20260721-1357_duplicate_range0_r1.log,20001,2026-07-21T06:04:57.684419+00:00,5819db40c0f620228f89152848f5008cb886fe77030e5b1b881a4c09155f988b,/data/mini-train-sys/artifacts/logs/single_cloze_full_gpu2_20260721-1357_duplicate_range0_r1.log,results/logs/experiments/single_cloze_full_gpu2_20260721-1357_duplicate_range0_r1.log
pretraining_validation,single_cloze_full_gpu3_20260721-1357-r2.log,20241,2026-07-21T06:15:26.446316+00:00,f829f6e92a7f2ed7b6c9c51b3bd87b9f9fff03d53579018c7c7224ed6602a6f7,/data/mini-train-sys/artifacts/logs/single_cloze_full_gpu3_20260721-1357-r2.log,results/logs/experiments/single_cloze_full_gpu3_20260721-1357-r2.log
pretraining_validation,single_cloze_full_gpu3_20260721-1357_duplicate_range0_r1.log,20003,2026-07-21T06:05:03.080369+00:00,c2c8bcca6f0fc52998c75c250798600786bb0ec9edd780ac047b76f65213e61c,/data/mini-train-sys/artifacts/logs/single_cloze_full_gpu3_20260721-1357_duplicate_range0_r1.log,results/logs/experiments/single_cloze_full_gpu3_20260721-1357_duplicate_range0_r1.log
pretraining_validation,single_cloze_pilot_1000_20260721-1346-r2.log,6428,2026-07-21T05:50:05.211645+00:00,3c744201cbcfd489440499c636440a73ca6935a4663d623ad6de98b96fca8097,/data/mini-train-sys/artifacts/logs/single_cloze_pilot_1000_20260721-1346-r2.log,results/logs/experiments/single_cloze_pilot_1000_20260721-1346-r2.log
pretraining_validation,single_cloze_pilot_1000_20260721-1346-r3.log,43837,2026-07-21T05:52:13.638834+00:00,44652c2e991be1d56e5d1d8bdbc1b6afa37a5044919fa0b8237ae2e0faa62ef5,/data/mini-train-sys/artifacts/logs/single_cloze_pilot_1000_20260721-1346-r3.log,results/logs/experiments/single_cloze_pilot_1000_20260721-1346-r3.log
pretraining_validation,single_cloze_pilot_1000_20260721-1346-r4.log,43355,2026-07-21T05:55:28.285404+00:00,d5196a623d550913a61e8e0457b92e006c8005ef5ab695e3c7ac5dbee0da612f,/data/mini-train-sys/artifacts/logs/single_cloze_pilot_1000_20260721-1346-r4.log,results/logs/experiments/single_cloze_pilot_1000_20260721-1346-r4.log
pretraining_validation,single_cloze_pilot_1000_20260721-1346.log,3216,2026-07-21T05:46:47.569435+00:00,3ea4cc02ccf6995dc01ad422543705286049f48d63fa0c3a22785761c63275da,/data/mini-train-sys/artifacts/logs/single_cloze_pilot_1000_20260721-1346.log,results/logs/experiments/single_cloze_pilot_1000_20260721-1346.log
engineering_validation,single_ground_truth_first_finalize_20260726T041500Z.log,1513,2026-07-26T04:15:47.285640+00:00,7382d9ef1dbfa77ebcee838ca3caaa31c14a3c407eaff58bee71b29379b665d7,/data/mini-train-sys/artifacts/logs/single_ground_truth_first_finalize_20260726T041500Z.log,results/logs/experiments/single_ground_truth_first_finalize_20260726T041500Z.log
engineering_validation,single_ground_truth_first_finalize_20260726T041500Z.status,2,2026-07-26T04:15:47.353641+00:00,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,/data/mini-train-sys/artifacts/logs/single_ground_truth_first_finalize_20260726T041500Z.status,results/logs/experiments/single_ground_truth_first_finalize_20260726T041500Z.status
engineering_validation,single_ground_truth_first_p4000_20260726T033800Z.log,274474,2026-07-26T04:12:38.741645+00:00,a56bb59f3e56f4a0e420125440bcf2339b08365b93ac08444281395ce27cf572,/data/mini-train-sys/artifacts/logs/single_ground_truth_first_p4000_20260726T033800Z.log,results/logs/experiments/single_ground_truth_first_p4000_20260726T033800Z.log
engineering_validation,single_ground_truth_first_p4000_20260726T033800Z.status,2,2026-07-26T04:12:39.369640+00:00,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,/data/mini-train-sys/artifacts/logs/single_ground_truth_first_p4000_20260726T033800Z.status,results/logs/experiments/single_ground_truth_first_p4000_20260726T033800Z.status
benchmark,synbios_backend_benchmark_20260725T111400Z.log,11370,2026-07-25T11:21:26.133599+00:00,eea0e87c275260f65ed5eb5a4984d010edd5bf878f310efb87e8a1cfc10e5c4c,/data/mini-train-sys/artifacts/logs/synbios_backend_benchmark_20260725T111400Z.log,results/logs/benchmarks/synbios_backend_benchmark_20260725T111400Z.log
benchmark,synbios_backend_benchmark_20260725T111400Z.status,2,2026-07-25T11:21:26.625602+00:00,4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865,/data/mini-train-sys/artifacts/logs/synbios_backend_benchmark_20260725T111400Z.status,results/logs/benchmarks/synbios_backend_benchmark_20260725T111400Z.status
benchmark,synbios_backend_benchmark_20260725T112400Z.log,15954,2026-07-25T11:35:07.218181+00:00,e7d9b96df119783910f53add1c350630d07b16c2c5f7f415c868d824fd93a0b8,/data/mini-train-sys/artifacts/logs/synbios_backend_benchmark_20260725T112400Z.log,results/logs/benchmarks/synbios_backend_benchmark_20260725T112400Z.log
benchmark,synbios_backend_benchmark_20260725T113500Z.log,42399,2026-07-25T12:09:25.682321+00:00,66896b41358b87f6fdb02ea9b5cf391a4246f5e9cee329c14ef904555a66c494,/data/mini-train-sys/artifacts/logs/synbios_backend_benchmark_20260725T113500Z.log,results/logs/benchmarks/synbios_backend_benchmark_20260725T113500Z.log
benchmark,synbios_backend_benchmark_resume_20260726T023800Z.log,38387,2026-07-26T02:54:26.178173+00:00,2de793da7d45b6fb504636b6931b3060e4f01cc0b28828c9a7dccfb41e2b332a,/data/mini-train-sys/artifacts/logs/synbios_backend_benchmark_resume_20260726T023800Z.log,results/logs/benchmarks/synbios_backend_benchmark_resume_20260726T023800Z.log
benchmark,synbios_backend_benchmark_resume_20260726T023800Z.status,2,2026-07-26T02:54:26.182173+00:00,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,/data/mini-train-sys/artifacts/logs/synbios_backend_benchmark_resume_20260726T023800Z.status,results/logs/benchmarks/synbios_backend_benchmark_resume_20260726T023800Z.status
infrastructure,synbios_final_export_20260724_0138.log,75,2026-07-23T17:32:48.421922+00:00,0b88dea0b474a9c87700f5222f58b3666592236b794df2387a17d01117084843,/data/mini-train-sys/artifacts/logs/synbios_final_export_20260724_0138.log,results/logs/experiments/synbios_final_export_20260724_0138.log
engineering_validation,synbios_final_pytest_20260724_0136.log,1344,2026-07-23T17:32:14.902353+00:00,c94132f4e5197d869f99f6af13e8942b3743f24e5b0376c5da9d994074651e72,/data/mini-train-sys/artifacts/logs/synbios_final_pytest_20260724_0136.log,results/logs/experiments/synbios_final_pytest_20260724_0136.log
engineering_validation,synbios_git_push_20260724_0140.log,81,2026-07-23T17:38:09.013755+00:00,d3fa0d5e9073d397790bfd590d828644956bb9adbe8b925ddf571837c3a57a7c,/data/mini-train-sys/artifacts/logs/synbios_git_push_20260724_0140.log,results/logs/experiments/synbios_git_push_20260724_0140.log
engineering_validation,synbios_main_provenance_push_20260724_0149.log,116,2026-07-23T17:43:20.361853+00:00,86c4cfe7fe9b65a66db291f935f06f42b534c7d0e6b6381d809b34c34ff677f0,/data/mini-train-sys/artifacts/logs/synbios_main_provenance_push_20260724_0149.log,results/logs/experiments/synbios_main_provenance_push_20260724_0149.log
engineering_validation,synbios_main_push_20260724_0148.log,80,2026-07-23T17:42:28.021053+00:00,cac0dda65f5d1089def5153f081d908f61b887ac56c3691ff49614ab4d6aa228,/data/mini-train-sys/artifacts/logs/synbios_main_push_20260724_0148.log,results/logs/experiments/synbios_main_push_20260724_0148.log
engineering_validation,synbios_moe_fsdp4_b112_stability.log,2638,2026-07-20T20:00:53.827386+00:00,d8612bdc9ff803160d483e17696830acd68a420ae978222eb0981627164e5438,/data/mini-train-sys/artifacts/logs/synbios_moe_fsdp4_b112_stability.log,results/logs/benchmarks/synbios_moe_fsdp4_b112_stability.log
benchmark,synbios_moe_fsdp4_capacity_initial.log,5791,2026-07-20T19:55:22.664593+00:00,a330dd3cf8838ef35d5e7074f9ba1bfdc4103f96b7f50b457bd8a9f919011425,/data/mini-train-sys/artifacts/logs/synbios_moe_fsdp4_capacity_initial.log,results/logs/benchmarks/synbios_moe_fsdp4_capacity_initial.log
benchmark,synbios_moe_fsdp4_capacity_refine.log,4193,2026-07-20T19:57:19.238092+00:00,2f55404199f2349991e99a1727e9b49798c42c98b671f5100d3fbf21578ba3a4,/data/mini-train-sys/artifacts/logs/synbios_moe_fsdp4_capacity_refine.log,results/logs/benchmarks/synbios_moe_fsdp4_capacity_refine.log
engineering_validation,synbios_moe_fsdp4_validation.log,48508,2026-07-20T20:06:52.582797+00:00,5857e57780e7a57981cf0b614114ef3ef921d286f76f4653b9c9c1e5fe9fb18a,/data/mini-train-sys/artifacts/logs/synbios_moe_fsdp4_validation.log,results/logs/experiments/synbios_moe_fsdp4_validation.log
benchmark,synbios_moe_fsdp_scaling_b64.log,4353,2026-07-20T20:10:17.705528+00:00,2391f094b49c3624260465293dd25290b2329702479cd5ab76aa010c86551dee,/data/mini-train-sys/artifacts/logs/synbios_moe_fsdp_scaling_b64.log,results/logs/experiments/synbios_moe_fsdp_scaling_b64.log
pretraining,synbios_moe_multi5_permute_fsdp4_formal.log,183846,2026-07-21T10:07:07.182296+00:00,480705cb22cb5c5b97c326762c51fa31218ab8d87eabf511f35515234dd8acd9,/data/mini-train-sys/artifacts/logs/synbios_moe_multi5_permute_fsdp4_formal.log,results/logs/experiments/synbios_moe_multi5_permute_fsdp4_formal.log
pretraining,synbios_moe_single_fsdp4_formal.log,783380,2026-07-21T00:28:02.694331+00:00,d0de7314810a0cf65010ff6061fb30d0f7be7691bee7e5748714786367beb41c,/data/mini-train-sys/artifacts/logs/synbios_moe_single_fsdp4_formal.log,results/logs/experiments/synbios_moe_single_fsdp4_formal.log
dataset,synbios_moe_single_prepare.log,419,2026-07-20T19:59:45.151145+00:00,d5005c734b89f0f6cfc5f1272dbe7be0fd7b41ff7750b1fa45fb54c6cbeb24d4,/data/mini-train-sys/artifacts/logs/synbios_moe_single_prepare.log,results/logs/experiments/synbios_moe_single_prepare.log
dataset,synbios_multi5_permute_prepare.log,440,2026-07-21T06:42:30.893668+00:00,3eb90e1e73ac2660949d69624f85f5d2586cee4617be0dadd2f69b6755ac3523,/data/mini-train-sys/artifacts/logs/synbios_multi5_permute_prepare.log,results/logs/experiments/synbios_multi5_permute_prepare.log
engineering_validation,synbios_provenance_push_20260724_0141.log,81,2026-07-23T17:38:54.065164+00:00,8af5dedc56b84268aeace9742be9de00eb03006f72773c7a2db93b044bd9b461,/data/mini-train-sys/artifacts/logs/synbios_provenance_push_20260724_0141.log,results/logs/experiments/synbios_provenance_push_20260724_0141.log
infrastructure,synbios_push_export_20260724_0135.log,75,2026-07-23T17:35:56.095492+00:00,0b88dea0b474a9c87700f5222f58b3666592236b794df2387a17d01117084843,/data/mini-train-sys/artifacts/logs/synbios_push_export_20260724_0135.log,results/logs/experiments/synbios_push_export_20260724_0135.log
engineering_validation,synbios_repository_audit_20260724_0128.log,1864,2026-07-23T17:29:09.920703+00:00,3cf47c658c37006f04fdd0f13fed8e3ed093af2a7fb73f3935d3bdf3367b0b28,/data/mini-train-sys/artifacts/logs/synbios_repository_audit_20260724_0128.log,results/logs/experiments/synbios_repository_audit_20260724_0128.log
infrastructure,synbios_repository_audit_export_20260724_0131.log,75,2026-07-23T17:30:43.967514+00:00,0b88dea0b474a9c87700f5222f58b3666592236b794df2387a17d01117084843,/data/mini-train-sys/artifacts/logs/synbios_repository_audit_export_20260724_0131.log,results/logs/experiments/synbios_repository_audit_export_20260724_0131.log
infrastructure,synbios_repository_audit_export_r2_20260724_0134.log,75,2026-07-23T17:31:33.582882+00:00,0b88dea0b474a9c87700f5222f58b3666592236b794df2387a17d01117084843,/data/mini-train-sys/artifacts/logs/synbios_repository_audit_export_r2_20260724_0134.log,results/logs/experiments/synbios_repository_audit_export_r2_20260724_0134.log
engineering_validation,t1_plot_final_20260726T044500Z.log,27951,2026-07-26T04:46:03.989275+00:00,c135c09dcc0e6b6bf43ec598723995f7fca907bf6b97ded2750950a0820cd582,/data/mini-train-sys/artifacts/logs/t1_plot_final_20260726T044500Z.log,results/logs/maintenance/t1_plot_final_20260726T044500Z.log
engineering_validation,t1_plot_final_20260726T044500Z.status,2,2026-07-26T04:46:05.129270+00:00,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,/data/mini-train-sys/artifacts/logs/t1_plot_final_20260726T044500Z.status,results/logs/maintenance/t1_plot_final_20260726T044500Z.status
infrastructure,tensorboard.log,330,2026-07-20T20:39:07.532860+00:00,9a974c84074afc864a8bbb71c479b722b05c0a2e95cb303ef45ae5b9268d1822,/data/mini-train-sys/artifacts/logs/tensorboard.log,results/logs/experiments/tensorboard.log
infrastructure,tensorboard_20260721-1324.log,1093,2026-07-21T11:10:10.960357+00:00,faa4e8c0c0b6ca5eb855465e42b432dc1061e2a6dea74b263e0eb9107dfe919e,/data/mini-train-sys/artifacts/logs/tensorboard_20260721-1324.log,results/logs/experiments/tensorboard_20260721-1324.log
engineering_validation,withdraw_fresh_q_20260726T033200Z.log,14128,2026-07-26T03:31:19.662200+00:00,e0764e4c7fa107fcfed5b11b4400875ba6e86f65b52d8700c240bd177f7d6c66,/data/mini-train-sys/artifacts/logs/withdraw_fresh_q_20260726T033200Z.log,results/logs/maintenance/withdraw_fresh_q_20260726T033200Z.log
engineering_validation,withdraw_fresh_q_20260726T033200Z.status,2,2026-07-26T03:31:19.666200+00:00,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,/data/mini-train-sys/artifacts/logs/withdraw_fresh_q_20260726T033200Z.status,results/logs/maintenance/withdraw_fresh_q_20260726T033200Z.status
engineering_validation,withdraw_fresh_q_regression_20260726T033500Z.log,247179,2026-07-26T03:32:44.444671+00:00,80f99bf71baf8c4397556d0771ad13a45936f78114e950a99ed472c2097eda3a,/data/mini-train-sys/artifacts/logs/withdraw_fresh_q_regression_20260726T033500Z.log,results/logs/validation/withdraw_fresh_q_regression_20260726T033500Z.log
engineering_validation,withdraw_fresh_q_regression_20260726T033500Z.status,2,2026-07-26T03:32:44.444671+00:00,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,/data/mini-train-sys/artifacts/logs/withdraw_fresh_q_regression_20260726T033500Z.status,results/logs/validation/withdraw_fresh_q_regression_20260726T033500Z.status
