All checks passed!
........................................................................ [ 61%]
.............................................                            [100%]
=============================== warnings summary ===============================
tests/test_checkpoint_contract.py::test_full_checkpoint_resumes_adam_but_model_reader_ignores_it
tests/test_checkpoint_contract.py::test_safety_checkpoint_without_model_export_restores_training_state
  /home/ubuntu/mini-train-sys/.venv/lib/python3.10/site-packages/torch/distributed/checkpoint/state_dict_saver.py:143: UserWarning: torch.distributed is unavailable or uninitialized, assuming the intent is to save in a single process.
    warnings.warn(

tests/test_checkpoint_contract.py::test_full_checkpoint_resumes_adam_but_model_reader_ignores_it
tests/test_checkpoint_contract.py::test_safety_checkpoint_without_model_export_restores_training_state
tests/test_distributed_checkpoint.py::test_ddp_checkpoint_reshards_into_single_process
  /home/ubuntu/mini-train-sys/.venv/lib/python3.10/site-packages/torch/distributed/checkpoint/state_dict_loader.py:142: UserWarning: torch.distributed is unavailable or uninitialized, assuming the intent is to load in a single process.
    warnings.warn(

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
117 passed, 5 warnings in 15.66s
{
  "valid": true,
  "cache": "/data/mini-train-sys/artifacts/synbios_moe/single/probe_cache",
  "source_data": "/data/mini-train-sys/artifacts/synbios_moe/single",
  "profiles": 100000,
  "p_examples": 100000,
  "q_examples": 100000,
  "coverage_complete": true,
  "missing_validation_class_counts": {},
  "missing_validation_classes": {}
}
[model_load] step 1/1 | tok/s 0.0 | items/s 0.0 | gpu-peak 1.09/23.65 GiB | 100.0% | ETA 0:00:00
[probe_train] step 500/4000 | loss 1.45761 | lr 8.752e-04 | acc 0.4284 | grad 1.949 | data-wait 3.1% | tok/s 44,824.5 | gpu-peak 8.77/23.65 GiB | gpu-util 79.2% | 12.5% | ETA 0:12:49
[probe_train] step 500/4000 | loss 1.61789 | lr 8.752e-04 | acc 0.4823 | grad 1.986 | data-wait 2.9% | tok/s 42,871.2 | gpu-peak 8.77/23.65 GiB | gpu-util 77.5% | 12.5% | ETA 0:13:24
[probe_train] step 600/4000 | loss 1.87478 | lr 8.502e-04 | acc 0.4962 | grad 2.002 | data-wait 3.1% | tok/s 45,688.5 | gpu-peak 8.77/23.65 GiB | gpu-util 80.5% | 15.0% | ETA 0:12:14
[probe_train] step 600/4000 | loss 2.14466 | lr 8.502e-04 | acc 0.3431 | grad 2.029 | data-wait 3.0% | tok/s 44,945.0 | gpu-peak 8.77/23.65 GiB | gpu-util 80.7% | 15.0% | ETA 0:12:26
[probe_train] step 600/4000 | loss 1.51527 | lr 8.502e-04 | acc 0.4542 | grad 1.828 | data-wait 3.2% | tok/s 44,850.9 | gpu-peak 8.77/23.65 GiB | gpu-util 78.5% | 15.0% | ETA 0:12:27
[probe_train] step 600/4000 | loss 1.55733 | lr 8.502e-04 | acc 0.5128 | grad 1.948 | data-wait 2.9% | tok/s 43,090.3 | gpu-peak 8.77/23.65 GiB | gpu-util 77.0% | 15.0% | ETA 0:12:58
[probe_train] step 700/4000 | loss 1.74161 | lr 8.252e-04 | acc 0.5210 | grad 1.932 | data-wait 3.1% | tok/s 45,689.0 | gpu-peak 8.77/23.65 GiB | gpu-util 80.7% | 17.5% | ETA 0:11:52
[probe_train] step 700/4000 | loss 2.46025 | lr 8.252e-04 | acc 0.3440 | grad 2.104 | data-wait 3.1% | tok/s 44,989.3 | gpu-peak 8.77/23.65 GiB | gpu-util 80.6% | 17.5% | ETA 0:12:03
[probe_train] step 700/4000 | loss 1.27754 | lr 8.252e-04 | acc 0.4577 | grad 1.816 | data-wait 3.4% | tok/s 44,838.0 | gpu-peak 8.77/23.65 GiB | gpu-util 78.3% | 17.5% | ETA 0:12:05
[probe_train] step 700/4000 | loss 1.21185 | lr 8.252e-04 | acc 0.5682 | grad 1.782 | data-wait 2.8% | tok/s 43,175.4 | gpu-peak 8.77/23.65 GiB | gpu-util 76.1% | 17.5% | ETA 0:12:33
[probe_train] step 800/4000 | loss 1.55746 | lr 8.002e-04 | acc 0.5396 | grad 1.826 | data-wait 3.0% | tok/s 45,718.0 | gpu-peak 8.87/23.65 GiB | gpu-util 81.1% | 20.0% | ETA 0:11:30
[probe_train] step 800/4000 | loss 2.26506 | lr 8.002e-04 | acc 0.3466 | grad 1.963 | data-wait 3.1% | tok/s 45,021.5 | gpu-peak 8.86/23.65 GiB | gpu-util 80.6% | 20.0% | ETA 0:11:41
[probe_train] step 800/4000 | loss 1.27648 | lr 8.002e-04 | acc 0.4722 | grad 1.686 | data-wait 3.3% | tok/s 44,852.6 | gpu-peak 8.86/23.65 GiB | gpu-util 78.6% | 20.0% | ETA 0:11:43
[probe_train] step 800/4000 | loss 1.12491 | lr 8.002e-04 | acc 0.6303 | grad 1.797 | data-wait 2.9% | tok/s 43,237.0 | gpu-peak 8.87/23.65 GiB | gpu-util 76.1% | 20.0% | ETA 0:12:10
[probe_train] step 900/4000 | loss 1.40993 | lr 7.752e-04 | acc 0.5641 | grad 1.719 | data-wait 3.3% | tok/s 45,637.9 | gpu-peak 8.87/23.65 GiB | gpu-util 79.6% | 22.5% | ETA 0:11:10
[probe_train] step 900/4000 | loss 2.09006 | lr 7.752e-04 | acc 0.3543 | grad 1.827 | data-wait 3.1% | tok/s 45,044.6 | gpu-peak 8.87/23.65 GiB | gpu-util 80.6% | 22.5% | ETA 0:11:18
[probe_train] step 900/4000 | loss 1.38996 | lr 7.752e-04 | acc 0.4716 | grad 1.733 | data-wait 3.1% | tok/s 44,871.2 | gpu-peak 8.87/23.65 GiB | gpu-util 78.7% | 22.5% | ETA 0:11:21
[probe_train] step 900/4000 | loss 0.94149 | lr 7.752e-04 | acc 0.6621 | grad 1.505 | data-wait 2.9% | tok/s 43,306.1 | gpu-peak 8.87/23.65 GiB | gpu-util 76.5% | 22.5% | ETA 0:11:46
[probe_train] step 1000/4000 | loss 1.55655 | lr 7.502e-04 | acc 0.5830 | grad 1.768 | data-wait 2.9% | tok/s 45,676.5 | gpu-peak 8.87/23.65 GiB | gpu-util 81.5% | 25.0% | ETA 0:10:47
[probe_checkpoint] step 1000/4000 saved /data/mini-train-sys/artifacts/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/p_university.recovery.pt
[probe_train] step 1000/4000 | loss 2.08386 | lr 7.502e-04 | acc 0.3590 | grad 1.853 | data-wait 3.0% | tok/s 45,053.3 | gpu-peak 8.87/23.65 GiB | gpu-util 80.8% | 25.0% | ETA 0:10:56
[probe_checkpoint] step 1000/4000 saved /data/mini-train-sys/artifacts/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/p_company.recovery.pt
[probe_train] step 1000/4000 | loss 1.31370 | lr 7.502e-04 | acc 0.4877 | grad 1.605 | data-wait 3.1% | tok/s 44,891.0 | gpu-peak 8.87/23.65 GiB | gpu-util 79.0% | 25.0% | ETA 0:10:59
[probe_checkpoint] step 1000/4000 saved /data/mini-train-sys/artifacts/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/p_major.recovery.pt
[probe_train] step 1000/4000 | loss 1.07812 | lr 7.502e-04 | acc 0.6916 | grad 1.786 | data-wait 2.8% | tok/s 43,324.6 | gpu-peak 8.87/23.65 GiB | gpu-util 75.8% | 25.0% | ETA 0:11:22
[probe_checkpoint] step 1000/4000 saved /data/mini-train-sys/artifacts/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/p_birth_city.recovery.pt
[probe_train] step 1100/4000 | loss 1.42886 | lr 7.252e-04 | acc 0.5879 | grad 1.742 | data-wait 2.9% | tok/s 45,690.7 | gpu-peak 8.87/23.65 GiB | gpu-util 81.1% | 27.5% | ETA 0:10:25
[probe_train] step 1100/4000 | loss 2.15943 | lr 7.252e-04 | acc 0.3680 | grad 1.863 | data-wait 3.1% | tok/s 45,036.4 | gpu-peak 8.87/23.65 GiB | gpu-util 80.1% | 27.5% | ETA 0:10:35
[probe_train] step 1100/4000 | loss 1.27645 | lr 7.252e-04 | acc 0.4951 | grad 1.541 | data-wait 3.1% | tok/s 44,865.3 | gpu-peak 8.87/23.65 GiB | gpu-util 78.1% | 27.5% | ETA 0:10:37
[probe_train] step 1100/4000 | loss 1.08626 | lr 7.252e-04 | acc 0.7175 | grad 2.198 | data-wait 2.8% | tok/s 43,329.8 | gpu-peak 8.87/23.65 GiB | gpu-util 75.7% | 27.5% | ETA 0:11:00
[probe_train] step 1200/4000 | loss 1.68654 | lr 7.002e-04 | acc 0.5964 | grad 1.836 | data-wait 2.9% | tok/s 45,731.3 | gpu-peak 8.87/23.65 GiB | gpu-util 81.7% | 30.0% | ETA 0:10:03
[probe_train] step 1200/4000 | loss 2.10803 | lr 7.002e-04 | acc 0.3695 | grad 1.799 | data-wait 3.1% | tok/s 45,033.3 | gpu-peak 8.87/23.65 GiB | gpu-util 80.3% | 30.0% | ETA 0:10:13
[probe_train] step 1200/4000 | loss 1.19865 | lr 7.002e-04 | acc 0.4958 | grad 1.529 | data-wait 3.0% | tok/s 44,869.6 | gpu-peak 8.87/23.65 GiB | gpu-util 78.8% | 30.0% | ETA 0:10:15
[probe_train] step 1200/4000 | loss 0.97278 | lr 7.002e-04 | acc 0.7289 | grad 2.597 | data-wait 2.8% | tok/s 43,356.4 | gpu-peak 8.87/23.65 GiB | gpu-util 76.1% | 30.0% | ETA 0:10:36
[probe_train] step 1300/4000 | loss 1.29766 | lr 6.752e-04 | acc 0.6020 | grad 1.598 | data-wait 2.9% | tok/s 45,757.0 | gpu-peak 8.87/23.65 GiB | gpu-util 81.5% | 32.5% | ETA 0:09:41
[probe_train] step 1300/4000 | loss 1.91100 | lr 6.752e-04 | acc 0.3732 | grad 1.670 | data-wait 3.1% | tok/s 45,031.9 | gpu-peak 8.87/23.65 GiB | gpu-util 80.1% | 32.5% | ETA 0:09:51
[probe_train] step 1300/4000 | loss 1.14379 | lr 6.752e-04 | acc 0.5026 | grad 1.609 | data-wait 3.0% | tok/s 44,880.3 | gpu-peak 8.87/23.65 GiB | gpu-util 78.7% | 32.5% | ETA 0:09:53
[probe_train] step 1300/4000 | loss 1.09614 | lr 6.752e-04 | acc 0.7437 | grad 1.693 | data-wait 2.8% | tok/s 43,367.1 | gpu-peak 8.87/23.65 GiB | gpu-util 75.8% | 32.5% | ETA 0:10:13
[probe_train] step 1400/4000 | loss 1.44280 | lr 6.502e-04 | acc 0.6132 | grad 1.676 | data-wait 2.9% | tok/s 45,784.7 | gpu-peak 8.87/23.65 GiB | gpu-util 81.6% | 35.0% | ETA 0:09:20
[probe_train] step 1400/4000 | loss 2.26470 | lr 6.502e-04 | acc 0.3704 | grad 1.791 | data-wait 3.2% | tok/s 45,030.0 | gpu-peak 8.87/23.65 GiB | gpu-util 80.1% | 35.0% | ETA 0:09:29
[probe_train] step 1400/4000 | loss 1.27319 | lr 6.502e-04 | acc 0.5037 | grad 1.483 | data-wait 3.1% | tok/s 44,890.3 | gpu-peak 8.87/23.65 GiB | gpu-util 78.8% | 35.0% | ETA 0:09:31
[probe_train] step 1400/4000 | loss 0.89425 | lr 6.502e-04 | acc 0.7564 | grad 1.534 | data-wait 2.8% | tok/s 43,396.2 | gpu-peak 8.87/23.65 GiB | gpu-util 76.3% | 35.0% | ETA 0:09:50
[probe_train] step 1500/4000 | loss 1.27804 | lr 6.252e-04 | acc 0.6170 | grad 1.613 | data-wait 2.9% | tok/s 45,804.9 | gpu-peak 8.87/23.65 GiB | gpu-util 81.5% | 37.5% | ETA 0:08:58
[probe_train] step 1500/4000 | loss 2.08100 | lr 6.252e-04 | acc 0.3695 | grad 1.718 | data-wait 3.2% | tok/s 45,012.8 | gpu-peak 8.87/23.65 GiB | gpu-util 79.9% | 37.5% | ETA 0:09:07
[probe_train] step 1500/4000 | loss 1.12577 | lr 6.252e-04 | acc 0.5037 | grad 1.418 | data-wait 3.1% | tok/s 44,899.3 | gpu-peak 8.87/23.65 GiB | gpu-util 78.8% | 37.5% | ETA 0:09:09
[probe_train] step 1500/4000 | loss 0.91508 | lr 6.252e-04 | acc 0.7677 | grad 1.756 | data-wait 2.8% | tok/s 43,418.2 | gpu-peak 8.87/23.65 GiB | gpu-util 76.2% | 37.5% | ETA 0:09:27
[probe_train] step 1600/4000 | loss 1.45102 | lr 6.002e-04 | acc 0.6210 | grad 1.648 | data-wait 2.9% | tok/s 45,816.5 | gpu-peak 8.87/23.65 GiB | gpu-util 81.3% | 40.0% | ETA 0:08:36
[probe_train] step 1600/4000 | loss 2.08589 | lr 6.002e-04 | acc 0.3743 | grad 1.724 | data-wait 3.1% | tok/s 45,001.6 | gpu-peak 8.87/23.65 GiB | gpu-util 80.0% | 40.0% | ETA 0:08:45
[probe_train] step 1600/4000 | loss 1.45405 | lr 6.002e-04 | acc 0.5116 | grad 1.556 | data-wait 3.1% | tok/s 44,893.6 | gpu-peak 8.87/23.65 GiB | gpu-util 78.5% | 40.0% | ETA 0:08:47
[probe_train] step 1600/4000 | loss 0.82855 | lr 6.002e-04 | acc 0.7766 | grad 1.411 | data-wait 2.9% | tok/s 43,452.2 | gpu-peak 8.87/23.65 GiB | gpu-util 76.7% | 40.0% | ETA 0:09:04
[probe_train] step 1700/4000 | loss 1.41845 | lr 5.751e-04 | acc 0.6353 | grad 1.629 | data-wait 2.9% | tok/s 45,829.2 | gpu-peak 8.87/23.65 GiB | gpu-util 81.5% | 42.5% | ETA 0:08:14
[probe_train] step 1700/4000 | loss 2.17473 | lr 5.751e-04 | acc 0.3733 | grad 1.796 | data-wait 3.0% | tok/s 44,999.4 | gpu-peak 8.87/23.65 GiB | gpu-util 80.2% | 42.5% | ETA 0:08:24
[probe_train] step 1700/4000 | loss 1.35333 | lr 5.751e-04 | acc 0.5183 | grad 1.498 | data-wait 3.3% | tok/s 44,881.2 | gpu-peak 8.87/23.65 GiB | gpu-util 78.2% | 42.5% | ETA 0:08:25
[probe_train] step 1700/4000 | loss 0.79211 | lr 5.751e-04 | acc 0.7827 | grad 1.474 | data-wait 3.0% | tok/s 43,595.8 | gpu-peak 8.87/23.65 GiB | gpu-util 80.3% | 42.5% | ETA 0:08:40
[probe_train] step 1800/4000 | loss 1.31303 | lr 5.501e-04 | acc 0.6327 | grad 1.584 | data-wait 2.9% | tok/s 45,846.1 | gpu-peak 8.87/23.65 GiB | gpu-util 81.6% | 45.0% | ETA 0:07:53
[probe_train] step 1800/4000 | loss 2.05154 | lr 5.501e-04 | acc 0.3797 | grad 1.735 | data-wait 3.1% | tok/s 44,991.7 | gpu-peak 8.87/23.65 GiB | gpu-util 80.0% | 45.0% | ETA 0:08:02
[probe_train] step 1800/4000 | loss 1.15728 | lr 5.501e-04 | acc 0.5190 | grad 1.476 | data-wait 3.0% | tok/s 44,897.4 | gpu-peak 8.87/23.65 GiB | gpu-util 79.0% | 45.0% | ETA 0:08:03
[probe_train] step 1800/4000 | loss 0.88539 | lr 5.501e-04 | acc 0.7836 | grad 1.724 | data-wait 3.1% | tok/s 43,747.6 | gpu-peak 8.87/23.65 GiB | gpu-util 81.3% | 45.0% | ETA 0:08:15
[probe_train] step 1900/4000 | loss 1.50246 | lr 5.251e-04 | acc 0.6336 | grad 1.679 | data-wait 2.9% | tok/s 45,855.7 | gpu-peak 8.87/23.65 GiB | gpu-util 81.4% | 47.5% | ETA 0:07:31
[probe_train] step 1900/4000 | loss 2.12066 | lr 5.251e-04 | acc 0.3791 | grad 1.649 | data-wait 3.1% | tok/s 44,978.6 | gpu-peak 8.87/23.65 GiB | gpu-util 79.8% | 47.5% | ETA 0:07:40
[probe_train] step 1900/4000 | loss 1.28354 | lr 5.251e-04 | acc 0.5209 | grad 1.528 | data-wait 3.0% | tok/s 44,901.5 | gpu-peak 8.87/23.65 GiB | gpu-util 78.9% | 47.5% | ETA 0:07:41
[probe_train] step 1900/4000 | loss 0.83752 | lr 5.251e-04 | acc 0.7834 | grad 1.414 | data-wait 3.0% | tok/s 43,873.6 | gpu-peak 8.87/23.65 GiB | gpu-util 80.8% | 47.5% | ETA 0:07:51
[probe_train] step 2000/4000 | loss 1.11043 | lr 5.001e-04 | acc 0.6451 | grad 1.347 | data-wait 2.9% | tok/s 45,848.5 | gpu-peak 8.87/23.65 GiB | gpu-util 80.8% | 50.0% | ETA 0:07:10
[probe_checkpoint] step 2000/4000 saved /data/mini-train-sys/artifacts/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/p_university.recovery.pt
[probe_train] step 2000/4000 | loss 1.98940 | lr 5.001e-04 | acc 0.3816 | grad 1.633 | data-wait 3.0% | tok/s 44,966.8 | gpu-peak 8.87/23.65 GiB | gpu-util 79.8% | 50.0% | ETA 0:07:18
[probe_checkpoint] step 2000/4000 saved /data/mini-train-sys/artifacts/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/p_company.recovery.pt
[probe_train] step 2000/4000 | loss 1.22797 | lr 5.001e-04 | acc 0.5268 | grad 1.390 | data-wait 3.0% | tok/s 44,892.0 | gpu-peak 8.87/23.65 GiB | gpu-util 78.3% | 50.0% | ETA 0:07:19
[probe_checkpoint] step 2000/4000 saved /data/mini-train-sys/artifacts/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/p_major.recovery.pt
[probe_train] step 2000/4000 | loss 0.63965 | lr 5.001e-04 | acc 0.7996 | grad 2.336 | data-wait 3.0% | tok/s 43,986.2 | gpu-peak 8.87/23.65 GiB | gpu-util 80.7% | 50.0% | ETA 0:07:28
[probe_checkpoint] step 2000/4000 saved /data/mini-train-sys/artifacts/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/p_birth_city.recovery.pt
[probe_train] step 2100/4000 | loss 1.42623 | lr 4.751e-04 | acc 0.6380 | grad 1.602 | data-wait 2.9% | tok/s 45,851.6 | gpu-peak 8.87/23.65 GiB | gpu-util 81.2% | 52.5% | ETA 0:06:48
[probe_train] step 2100/4000 | loss 1.97546 | lr 4.751e-04 | acc 0.3876 | grad 1.628 | data-wait 3.3% | tok/s 44,921.6 | gpu-peak 8.87/23.65 GiB | gpu-util 78.4% | 52.5% | ETA 0:06:57
[probe_train] step 2100/4000 | loss 1.34233 | lr 4.751e-04 | acc 0.5256 | grad 1.540 | data-wait 3.0% | tok/s 44,896.7 | gpu-peak 8.87/23.65 GiB | gpu-util 78.8% | 52.5% | ETA 0:06:57
[probe_train] step 2100/4000 | loss 0.92969 | lr 4.751e-04 | acc 0.7906 | grad 1.620 | data-wait 3.0% | tok/s 44,096.7 | gpu-peak 8.87/23.65 GiB | gpu-util 81.1% | 52.5% | ETA 0:07:04
[probe_train] step 2200/4000 | loss 1.10681 | lr 4.501e-04 | acc 0.6480 | grad 1.395 | data-wait 3.4% | tok/s 45,789.1 | gpu-peak 8.87/23.65 GiB | gpu-util 78.6% | 55.0% | ETA 0:06:27
[probe_train] step 2200/4000 | loss 1.03472 | lr 4.501e-04 | acc 0.5295 | grad 1.302 | data-wait 3.0% | tok/s 44,890.8 | gpu-peak 8.87/23.65 GiB | gpu-util 78.4% | 55.0% | ETA 0:06:35
[probe_train] step 2200/4000 | loss 2.06082 | lr 4.501e-04 | acc 0.3873 | grad 1.605 | data-wait 5.1% | tok/s 44,647.4 | gpu-peak 8.87/23.65 GiB | gpu-util 70.1% | 55.0% | ETA 0:06:37
[probe_train] step 2200/4000 | loss 0.88114 | lr 4.501e-04 | acc 0.7970 | grad 1.706 | data-wait 3.0% | tok/s 44,197.4 | gpu-peak 8.87/23.65 GiB | gpu-util 81.1% | 55.0% | ETA 0:06:41
[probe_train] step 2300/4000 | loss 1.14265 | lr 4.251e-04 | acc 0.6492 | grad 1.450 | data-wait 3.7% | tok/s 45,720.7 | gpu-peak 8.87/23.65 GiB | gpu-util 78.0% | 57.5% | ETA 0:06:06
[probe_train] step 2300/4000 | loss 1.13756 | lr 4.251e-04 | acc 0.5323 | grad 1.370 | data-wait 3.0% | tok/s 44,890.6 | gpu-peak 8.87/23.65 GiB | gpu-util 78.7% | 57.5% | ETA 0:06:13
[probe_train] step 2300/4000 | loss 1.87409 | lr 4.251e-04 | acc 0.3916 | grad 1.625 | data-wait 3.2% | tok/s 44,642.6 | gpu-peak 8.87/23.65 GiB | gpu-util 79.3% | 57.5% | ETA 0:06:15
